,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
3538,3632,3,2,1,0,1,@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
3550,3644,3,2,0,1,1,@JGardenofEden @KySportsRadio @ryanlemond But...country music listeners really are hicks and alcoholics &#128514;&#128514;
3554,3649,3,2,1,0,1,@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile
3557,3652,3,2,0,1,1,@JOLTNG niger
3559,3655,3,3,0,0,1,"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there."
3563,3659,3,2,1,0,1,@JRise88 @G_Anderson4 what do you want fag
3564,3660,3,2,1,0,1,@JRise88 @LongLiveTylerD your a fag
3567,3663,3,2,1,0,1,@JRise88 shut up you stupid bitch
3591,3687,3,2,1,0,1,@JacobbBacker fag
3593,3689,3,3,0,0,1,@JacobbBacker you don't know shit about me faggot bitch
3596,3692,3,3,0,0,1,@JadeGreenleaf fag
3597,3693,3,2,1,0,1,@JaiBrooks1 faggot
3598,3694,3,2,1,0,1,@JaiBrooks1 not funny u faggot
3600,3696,3,2,1,0,1,@JaiBrooks1 ur brother looks so queer and ugly
3611,3709,3,2,0,1,1,"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny."
3634,3733,3,2,1,0,1,@Jaytwofly @G_MUCKA good leave you stupid faggot
3635,3734,3,2,1,0,1,"@Jaytwofly huh, lol mad nigger is mad"
3657,3758,3,2,1,0,1,@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard
3660,3761,3,2,1,0,1,@JimBoberson happy birthday faggot
3664,3765,3,2,1,0,1,"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days."
3672,3776,3,2,1,0,1,@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420
3673,3777,3,3,0,0,1,@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat
3677,3783,3,3,0,0,1,@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag
3699,3806,3,2,1,0,1,"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?"
3700,3807,3,2,1,0,1,"@JuanYeeze shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull"
3720,3827,3,2,1,0,1,@JungleFeverFren fuck u nigger
3751,3859,3,3,0,0,1,@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson
3759,3867,3,2,1,0,1,@KamRenee ugly nigger
3778,3886,3,2,1,0,1,"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy"
3801,3910,3,2,0,1,1,"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day"
3805,3914,3,2,1,0,1,@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot
3815,3925,3,2,1,0,1,@Kevin_McAdams Because Ian's retarded
3835,3945,3,2,0,1,1,"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week...."
3844,3954,3,2,1,0,1,@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol
3860,3971,6,4,2,0,1,"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri"
3869,3982,7,6,1,0,1,@L1LTR4P fucking losers wetbacks #SorryNotSorry
3902,4016,3,3,0,0,1,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.
3906,4020,3,2,1,0,1,@LeonBaptist idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?
3911,4025,3,3,0,0,1,@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.
3912,4026,3,3,0,0,1,@LexVan13 go back to nigeria faggot
3927,4043,3,2,0,1,1,@Lil_A47 &#128514;&#128514;&#128514; you're a coon
3952,4069,3,2,1,0,1,"@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers."
3954,4071,3,2,0,1,1,"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards"
3962,4079,3,2,1,0,1,@Lovelesslovely @Kwitchabichen25 hey aklve! Im taking out the black ghetto trash. Youre blocked nigger
4015,4135,3,3,0,0,1,@MakeAnothaHov T.o. was a faggot crybaby
4030,4150,3,2,1,0,1,@MarianCristinax you a fag b
4036,4157,3,3,0,0,1,@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!!
4046,4167,3,3,0,0,1,@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo
4048,4169,3,2,1,0,1,@Matt_Petrie22 geta Life faggot
4059,4180,3,3,0,0,1,@Maxwell_Larsen your a cunt
4065,4187,3,2,1,0,1,@McwilliamsBrett shut your legs hoe
4076,4198,3,3,0,0,1,@MenachemDreyfus @NatlFascist88 @waspnse Shit your ass and shabbat your moms pussy u Jew bastard. Ur times coming. Heil Hitler!
4117,4239,3,2,1,0,1,@MilesM_05 shut up coon.
4123,4245,3,2,1,0,1,@MillerLite I don't follow you because everything about your company is white trash.
4124,4246,3,2,1,0,1,@Mimistheone You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!
4125,4247,3,2,1,0,1,@Mimistheone stop trolling me u creepy ass cracker!!!
4130,4252,3,2,1,0,1,"@Misplaced_Momma 
She be what we say in da hood white trash"
4131,4253,3,2,0,1,1,"@Misplaced_Momma 
Y&#8217;all whitey gots to PAY fo da preparations"
4153,4275,3,2,1,0,1,@Montea_Rollin @kayysavage I wasn't serious bitch &#128514; bitch them niggas i named ain't fuccing witcho ass &#128514;&#128557; we all just making shit up &#128527;&#128553;
4156,4278,3,2,1,0,1,@MorbidMermaid I swear to god nigger you better still hang with me before work. You got my hype
4157,4279,3,2,1,0,1,@MorbidMermaid do you work today niglet?
4178,4301,3,2,1,0,1,@MrMooncricket @AtBlackface @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ugly gay nigga bitch fucking peace of shit
4179,4302,3,3,0,0,1,@MrMooncricket @FuckTheMallcops @AtBlackface @UncleUnco @BobbyBotsods @RacistNegro69 y'all is coons n uncle toms
4182,4305,3,2,1,0,1,"@MrMooncricket @RacistNegro69 fuck you, stupid ass coward ass punk bitch faggot ass racist piece of shit. Punk. Bitch, ain't worth my time!"
4208,4332,3,2,1,0,1,"@MyNameShouldBe only one problem theres a ""no pussies allowed"" sorry @kerrythekilla..."
4221,4345,3,2,1,0,1,@NOT_UR_BRO @niccol3_xo lmao nigga shoulda said I would be balless bc dat cold bitch wont stop blowin me#swaagg
4231,4356,3,2,1,0,1,"@NYRKelsMads @DaniloNavarro85 Hey fag, I said this was your aunts. *He* said it was you."
4248,4373,3,3,0,0,1,@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.
4264,4390,3,2,1,0,1,@Newser big fucking deal...cry baby niggers
4273,4399,3,2,0,1,1,@Nien_Nunb what did you search? Gay redneck episode 1 play?
4298,4425,3,2,1,0,1,@NotoriousBM95 @gezus__ @Rodriguez5_ your getting blocked faggot
4306,4433,3,2,1,0,1,@NyJusDntGAF just like a nig to come home when ever they want
4315,4442,3,2,1,0,1,@OG_HARM @moetzart @duckydynamo look at this nigger ass nigger shit right here
4325,4453,3,2,1,0,1,@OVOtilUOverDose @flossinlawson11 niggers*
4331,4459,3,3,0,0,1,@OfficialSkai dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.
4332,4460,3,3,0,0,1,@OfficialSkaiS kill yourself ugly ass monkey looking shit
4338,4466,3,2,1,0,1,@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.
4356,4484,3,2,1,0,1,@Oskzilla fuck you fag!
4357,4485,3,2,1,0,1,@Oskzilla fuck you niggah you gay. Lol
4378,4508,3,2,1,0,1,@PablyAndrew it was Paul McCartney faggot
4389,4519,3,3,0,0,1,"@PatDollard Fuckin muzzie cunts, should all be deported, savages"
4391,4521,3,2,0,1,1,@PatriotsOrg Screw the ragheads.
4394,4524,3,2,1,0,1,@PaulMoon8 @yurista4life @justinmiculka01 you fuckin Yankees I'll be there in 2 months I'll meet you pussy
4396,4526,3,2,1,0,1,@Pecan_B19 @ObeyMy_Realness dryer then them bad ass eyes of your fag
4422,4553,3,2,1,0,1,@Po0pdogg back up faggot
4429,4560,3,2,1,0,1,@PrayForJack new york niggas quick to take off on a bitch in public boy lol!!!!!
4438,4569,3,2,1,0,1,@Princesslexii16 Fucking coon
4441,4572,3,3,0,0,1,"@ProperEtacet fuck your mother, faggot"
4442,4573,3,3,0,0,1,@Prophzilla I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +
4451,4582,3,2,1,0,1,@QUAN1T0 You retarded bruh lol
4462,4594,3,3,0,0,1,@Qui_ThePharaoh @zApollo0803 @MildlyDarkSkin hes a lying faggot. he used inspect element to change the number of dollars in his account.
4478,4610,3,3,0,0,1,@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.
4479,4611,3,2,1,0,1,@RabehChararah1 lmaoo what a fag
4512,4644,3,2,1,0,1,@RedNationBlogga fuck those faggots
4514,4646,3,2,1,0,1,@ReiddH i agree my fellow cracker.
4518,4650,3,2,0,1,1,@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.
4519,4651,3,2,1,0,1,@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.
4527,4659,3,2,1,0,1,"@ReverendGrim @TitsOfAnarchy 
I likes dat name. Dem sand niggers needs to know dare place in da pecker order"
4528,4660,3,2,1,0,1,"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages"
4534,4666,3,2,1,0,1,@RichxInxFlavor I'm not a fag. Gtfo
4548,4681,3,3,0,0,1,"@RileyCooper_14 so your a ""nigger"" fighter huh"
4552,4686,3,2,1,0,1,@RniSwirvinn @LilKev_J no ur wrong stupid nigger
4572,4708,3,2,1,0,1,"@Roscoedash lmao, soft ass nigga trying to act all tough, you a little bitch. Sit down and watch from the sidelines pussy."
4585,4721,3,2,1,0,1,@RunuldoRants faggot sack
4594,4730,3,2,1,0,1,@RylannWilliams whooooo? Chelsey? Fuck her lol. She juss a bitch
4595,4731,3,2,1,0,1,@SAMMI_boyden bruh we can finally roll like rednecks (': ((drug dealers))
4598,4734,3,2,1,0,1,@SAMMI_boyden well he's a cunt and he can suck my ass
4607,4743,3,3,0,0,1,@SMASEY you're such a faggot
4609,4745,3,2,0,1,1,@SNAKEHAID @wsaleen15 @rducppp @2_Synnseer @rebelgirl2040 why ur profile a one armed nigger?
4615,4751,3,2,1,0,1,"@STACCS_WNT_FOLD you tell me, coon."
4618,4754,3,2,1,0,1,@S_Roach happy birthday nicca do coon shit in a responsible way.
4638,4775,3,3,0,0,1,@Sammytbh whats your youtube channel then faggot
4645,4782,3,2,0,1,1,@Sarakateee @FaZe_Rain I wouldn't be proud that faze is in your family. He's horrible for one and two he's ugly trailer trash... #fazeisgay
4657,4794,3,3,0,0,1,"@SchulzGrayson @Dswizzle3 oh woulda coulda shoulda ass niggas bitch ass nigga, what u bout oh ban wagging ass nigga catch your phase"
4665,4802,3,2,1,0,1,@ScoutingForFifa @TheBurntChip @JoelBurtFifa @JPizzleFIFA EYE WITNESS: Joel is a faggot
4677,4815,3,2,1,0,1,@SexWith_SocksOn faggot
4687,4825,3,2,1,0,1,@ShawnIrwin9 okay closet fag
4698,4836,3,2,1,0,1,@Shmalec13 ya fag
4701,4839,3,2,0,1,1,@Shvkxir @RickiRoma @BaeSongz @JayZOverrated Ahmed and retard mikey for special Olympic boxing
4714,4852,3,2,1,0,1,@SlimGirl_Probz das calld usen yo brain retard y would i whoop yo ass n front of da police
4715,4853,3,2,1,0,1,"@SlothNG i can guarantee a few things: you're white. you've never been anywhere NEAR a real ghetto. you, or a relative is a pig. 100%"
4725,4863,3,3,0,0,1,"@SoftestMuffin @_tee13 @TorahBlaze Best believe We aint no christian slave brainwash black spooks miss white man, unlike yoself, she devil"
4726,4864,3,2,1,0,1,"@SoftestMuffin @_tee13 @TorahBlaze at the end of the day, they call yo dumb ass monkey, picka'nanny hoe. But u luv them white devils"
4728,4866,3,2,1,0,1,"@SoftestMuffin @_tee13 @TorahBlaze will convince u that is a lame, you, a nigger liver believes it cuz you a nigger whore"
4729,4867,3,2,1,0,1,@Soldier1eaODGrn I don't give a flying fuck what a teabagger piece of human garbage like you thinks =)
4730,4868,3,2,1,0,1,@Soldier1eaODGrn you are a teabagger scum who wants to threaten people with his penis extender. You are a danger to this country.
4734,4873,3,2,1,0,1,"@SophieRo3 if only there was a medal for that: ""we hate fags, but we won't kill them"" medal. Thank u for the privilege to let fags live."
4740,4879,3,3,0,0,1,"@StanleyStinks Shame of you! Self-hating kike. 
We Jews are G-d's chosen people."
4741,4880,3,2,1,0,1,@StarIsTheFuture you call @GOPBlackChick house nigger and she's the racist? Fathom the hypocrisy in that statement.
4745,4884,3,2,1,0,1,"@StarkFreeOrDie ...I fuckin' want OUT&gt; I'm tired of this bullshit faggot ass, closet racist, wannabe-commune-without-railroad state&gt; #Cali"
4758,4897,3,3,0,0,1,@StephyRae7 faggot.
4760,4899,3,2,1,0,1,@StephyRae7 is the biggest faggot in the world
4762,4901,3,2,1,0,1,"@Sterm26 @RealJamesWoods Just like when I call someone a nigger! It's not because they're black, it's about how they act. LIKE A NIGGER!"
4767,4906,3,3,0,0,1,@SteveStockmanTX hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it. They love stupid people
4784,4923,3,2,1,0,1,@Steven_ratata bye youre a queer
4789,4929,3,2,1,0,1,@Stonisnipezz this is a joke right? You're on here like ugh I wish I was a jap and tweeting in gook and shit and jerkin to hentai.
4812,4952,3,2,1,0,1,@SweetKixx u see a lame in that pic ofmine due to your infatuation with niggers. Im Hebrew i fite the children of satan in the streets
4814,4954,3,2,1,0,1,@SydneeSmalling fuck Miley tranny looking now damn ass nigga
4822,4962,3,3,0,0,1,@THERACISTDOCTOR One less little nigger that would grow up into a big nigger.
4848,4989,3,2,1,0,1,@Tanner_Harris_ I've been knowing fag
4856,4997,6,4,2,0,1,@Taylor_1017 faggot
4913,5058,3,2,1,0,1,@TheChicagoBaker @stopbeingfamous @RaniaKhalek do birds have a 72% out of wedlock rate? is it white fathers that are running away?
4919,5065,3,2,1,0,1,@TheErniie You're a little bitch.
4930,5076,3,3,0,0,1,"@TheKushZombie Aww y u so mad tho, a successful man LMFAO, hut hugging as faggot."
4956,5102,3,2,1,0,1,@TheRealCVL and @CoryHolmes24 are faggots. Kbye.
4959,5105,3,2,1,0,1,"@TheRealJRSmith And its people like you that give us all a bad name, you are a disgusting piece of shit of a person a nigger is what you are"
4983,5129,3,2,1,0,1,"@The_Red_Sea @shetheTRUTHtho say that shit to my face ""Bruh"" you a bitch for gettin in a man u dont know business. Handle yo own shit"
4991,5138,3,2,1,0,1,@TherealGeorgeZ you are a pussy without your guns bitch as spic. Your daddy doesn't even respect the sperm he drop in your moms stank pussy
5000,5149,3,2,1,0,1,@TielerMLG @psvch @HalfAssed_ coming to the rescue of some retard licking dirty skidmarks on the internet... you guys are fucktards
5030,5180,3,2,1,0,1,@TreTyler_108 That's actually non-English. Because #okiecops are filthy white trash who are all criminals.
5032,5182,3,2,1,0,1,@TreyBizzy I thought you would like him cause of the Chi but yeah he a faggot
5058,5208,3,2,1,0,1,@TweetfrmtheSole it&#8217;s the entire pats bandwagon. They&#8217;re faggots
5072,5222,3,2,1,0,1,@UberFacts studies show that you're a faggot
5088,5239,3,2,1,0,1,@Versanche only faggots drive stick
5090,5241,3,2,1,0,1,@Vexda go jerk off to lollis faggot.
5097,5248,3,2,1,0,1,@ViewFromBoxSeat She's a cunt
5099,5250,3,2,0,1,1,@VinniePolitan kill the coons!!!!!!
5114,5266,3,2,1,0,1,@WaTch_Scenario Yeah so you better play with me ya nigger
5120,5272,3,2,1,0,1,@Walmart fuck your store bitch
5128,5280,3,2,1,0,1,"@WendyDavisTexas @GregAbbott_TX So you support ""illegals"" coming here and spreading disease among Americans Dream that bitch!"
5143,5295,3,3,0,0,1,@WhosJuly 1) He's a faggot and I don't like him. 2) I'm on the other side of the state.
5158,5310,3,2,1,0,1,@Woody_AFC @MrGAM3R49 @MANIAC3X fuck outta here faggot that wouldn't even be a fair
5172,5324,3,2,1,0,1,@WyattNuckels @grizzboadams shut the fuck up fag ill beat the shit outta you
5178,5330,3,2,1,0,1,@WyattNuckels insecure much put all you insults in one tweet. Fucking dumbass dude I'd wreck you you faggot
5212,5367,3,2,1,0,1,@YeIIowbang I hate that faggot he so corny
5230,5385,3,2,1,0,1,@YourDudeFerg gay fags
5241,5396,3,2,1,0,1,@YungRajee Shit ill pay the premium to get away from these anything ass hoes
5260,5415,3,2,1,0,1,@ZaneIsClasker the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro
5272,5427,3,2,1,0,1,@Zohdaa fags
5274,5429,6,4,2,0,1,@Zwaaad fag
5278,5433,3,3,0,0,1,"@_Andrizzy_ aw drake is, do you sit in the corner and cry when you listen to him? lmfao, pussy dick rider, how drakes cock taste faggot."
5294,5449,3,3,0,0,1,@_C_Parris69_ your picture makes you look like a serious fag. #justsayin lol
5308,5464,3,2,1,0,1,"@_GOLDwhippp faggots, old people, people who can't drive, drunk people"
5309,5465,3,2,1,0,1,"@_IAMKEN fuck Brett Farve redneck ass, he stuckup he don't give a damn lol he be on campus acting like he the shit"
5310,5466,3,2,1,0,1,"@_IAMKEN you'll make the team, them niggas trash. Lol"
5335,5491,3,2,1,0,1,@_Nadiaxo fags
5350,5507,3,2,1,0,1,"@_SoulSurvivor_ @zakbauer I dont have any problems with zak, but you seem like a faggot http://t.co/NbFAArxvRP"
5358,5515,3,2,1,0,1,@_TriggaPlease_ @kanyewest he's a faggot
5360,5517,3,2,1,0,1,@_TurnDownDre @Jordan__Grimes @kushdaddycorr @TRob_waddUP that's true idk why your even in this convo you dumb nigger attention whore
5362,5519,3,2,1,0,1,@_TurnDownDre @kushdaddycorr lmao you stupid nigger
5367,5524,3,2,1,0,1,@_XoXoKelsey_ hell naw fuck them bitches serves them right
5371,5528,3,2,1,0,1,@__Black_Jesus yea I forgot I was talkin to a degenerate faggot
5381,5538,3,2,1,0,1,@_____0__o______ faggot
5385,5542,4,3,1,0,1,@__hannerr__ you're a faggot
5388,5545,3,2,1,0,1,@_angelaaau hey fag i &lt;3 you
5392,5549,3,2,1,0,1,"@_cblaze @Barbod6FCB @ODDBEAST Man bitch am not gonna do a damn thang, if u don't like what I got to say then unfollow me"
5398,5555,3,3,0,0,1,@_elennamichelle nope not at all but I'm stuck in a house full of fucking niggers help me escape &#128553;
5407,5564,3,2,1,0,1,@_jeff_hank @lgreiner3 @RayceWarden @BigJohn_Studd shut up nigger
5417,5575,3,2,1,0,1,@_n1k_nak Status Report: Making a pit stop in Canada to rape bitches
